listing_id,offer_type,property_type,price,currency,area_m2,area_unit,bedrooms,bathrooms,governorate,city,district,compound,latitude,longitude,listed_at,furnished,payment_plan,is_verified,source_url,listing_url,title,description,listed_month,listed_year,source,price_per_m2,listing_age_days,is_sale
propertyfinder_eg:71396093,sale,Apartment,5450000,EGP,141,sqm,2,2,Cairo,Cairo,The 5th Settlement,Unknown,30.078453063964844,31.42692375183105,2026-05-02 15:21:26+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-71396093.html,Opportunity Biggest 2bed 141m in Taj Lowest Price,"The largest two-bedroom apartment in Taj 141 m² with the lowest down payment and the best layout

Resale Taj City
Shalya Phase
Apartment 141 m²
First Floor
Two bedrooms
2 Bathrooms
Delivery: (May/2026)
Maintenance paid
-----------------------------
For viewing and contact:
01148577644

Down payment: 5,300,000
Remaining: 1,540,000
20,000 monthly
Until: 2/2032

Buyer’s commission: 1.5%
For viewing and contact:
01148577644

The Shalya Taj project is located on Suez Road, close to all main roads and axes that make it easy to reach. The Shalya Taj City compound is in one of the most prestigious areas of New Cairo, distinguished by its tranquility and ideal lifestyle. Shalya Taj City also features abundant green spaces that provide residential units with stunning and relaxing natural views. There is also landscaping and many facilities and services that meet the needs of clients and investors.",5,2026,Property Finder Egypt,38652.48226950355,0,1
propertyfinder_eg:8360278,sale,Apartment,4600000,EGP,170,sqm,3,3,Cairo,Cairo,The 5th Settlement,Unknown,30.06942367553711,31.5997371673584,2025-12-03 14:49:35+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-icity-8360278.html,"Ready apartment 170 m at lowest price, installment","Prime Apartment in Mountain View iCity – New Cairo | Fully Finished & Ready to Move

Own a luxurious fully finished apartment in the heart of Mountain View iCity – New Cairo, at the best price with a flexible payment plan up to 8 years!
Move in immediately and enjoy living in one of the most prestigious compounds in New Cairo.

Unit Details:
	•	Area: 170 sqm
	•	Finishing: Fully finished – high-end finishing ready to move
	•	Bedrooms: 3
	•	Bathrooms: 3
	•	Down Payment: EGP 4,600,000
	•	Installments: Up to 8 years
	•	Delivery: Immediate

⸻

About Mountain View iCity – New Cairo:

A strategic location in the heart of New Cairo, close to:
	•	The American University in Cairo (AUC) – Hyde Park – Suez Road – Ain Sokhna Road

Developer: Mountain View for Real Estate Development
One of Egypt’s leading developers, renowned for its upscale residential communities across New Cairo and the North Coast.

⸻

Compound Features & Amenities:
	•	Vast green areas and walking tracks
	•	24/7 security and surveillance
	•	Clubhouse, gym, and spa
	•	Multiple swimming pools for adults and kids
	•	Commercial area and malls with top brands
	•	Fine dining restaurants and cafés
	•	Private parking garages
	•	Kids’ areas and landscaped parks
	•	Barbecue and picnic zones
	•	Fully equipped social and health club

⸻

Don’t miss this opportunity!
A ready-to-move apartment in Mountain View iCity – best price, fully finished, and easy installments up to 8 years.",12,2025,Property Finder Egypt,27058.823529411766,150,1
propertyfinder_eg:71391741,sale,Apartment,7770000,EGP,133,sqm,2,2,Cairo,Cairo,The 5th Settlement,Unknown,29.98755645751953,31.55556869506836,2026-05-02 12:38:15+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-hyde-park-71391741.html,Apartment for Sale in Mountain View Hyde Park,"Apartment for Sale in Mountain View Hyde Park Prime location inside one of the most prestigious compounds in New Cairo with fully finished interiors and modern design.


BUA: 133 sqm

2nd Floor

2 Bedrooms

2 Bathrooms

Fully Finished

Total Price: EGP 7,700,000

A perfect opportunity for comfortable living or smart investment in a premium community



KAMF is a leading real estate and property services company.

We entered the real estate market and earned the trust of our clients through our integrity and by offering the best residential and investment properties.

We have a dedicated team to meet our clients' needs and connect them with the best projects at the best prices and with the most convenient payment plans",5,2026,Property Finder Egypt,58421.05263157895,0,1
propertyfinder_eg:70087807,sale,Apartment,9500000,EGP,150,sqm,3,2,Cairo,Cairo,The 5th Settlement,Unknown,30.051462173461918,31.538991928100582,2026-04-28 02:28:24+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-fifth-square-moon-residences-70087807.html,Ready to move Apartment for sale in Fifth Square,"Apartment for sale in Fifth Square - Al Marasem

_____________________________________________-____________
Details:

Area: 150 meters

3 bedrooms
2 bathrooms

First floor

Kitchen and AC’s

Landscape view

Garage

Price: 9,500,000

For inquiries and more details
01063890460

_______________________________________________________________________",4,2026,Property Finder Egypt,63333.333333333336,4,1
propertyfinder_eg:66702773,sale,Apartment,6500000,EGP,159,sqm,3,3,Cairo,Cairo,The 5th Settlement,Unknown,30.064361572265625,31.415203094482425,2026-04-15 16:34:27+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-kinda-66702773.html,"For Sale – Fully Finished Apartment in Kinda, Taj","For Sale – Fully Finished Apartment in Kinda, Taj City

The only fully finished phase in Taj City

Property Details:

Location: Kinda – Taj City
Area: 159 sqm
Floor: 3rd
3 Bedrooms including a master bedroom with private bathroom and dressing
2 Bathrooms + 1 Guest Toilet
Fully finished with ACs
Delivery: January 2027

Financial Details:

Total Cash: 6,500,000 EGP
Remaining Installments to developer: 2,900,000 EGP

For viewings or more information: 01098897539",4,2026,Property Finder Egypt,40880.50314465409,17,1
propertyfinder_eg:71392684,sale,Apartment,6500000,EGP,165,sqm,3,2,Cairo,Cairo,South Investors Area,Unknown,30.000152587890625,31.480321884155277,2026-05-02 13:13:24+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-south-investors-area-al-gezira-st-71392684.html,Best Deal Apartment in Defense Villas,"165 sqm Apartment for Sale | Prime Location – New Cairo
A rare opportunity to own a spacious apartment in National Defense Villas, just steps away from Mohamed Naguib Axis, combining privacy with prime accessibility.
Property Details:
Area: 165 sqm (Old loading – high net usable space)
2nd Floor
Double Faced (Front & Back)
Ultra Super Lux Finishing – First Occupancy
Ready to Move
Layout:
3 Bedrooms (including 1 Master)
2 Bathrooms
Spacious Reception Area
Kitchen with Natural Gas
2 Terraces with open views
Key Features:
High-end finishing (Gypsum board, full electrical & plumbing, sound system)
Full AC infrastructure installed
Separate meters (Gas, Electricity, Water)
Imported armored door
Ideal for upscale living or a solid real estate investment in New Cairo",5,2026,Property Finder Egypt,39393.93939393939,0,1
propertyfinder_eg:71392169,sale,Apartment,7000000,EGP,195,sqm,3,3,Cairo,Cairo,North Investors Area,Unknown,30.04731559753418,31.489694595336918,2026-05-02 12:54:05+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-north-investors-area-park-view-71392169.html,RESALE Apartment Ready to Move Prime Location,"Apartment for sale

Park View 
New Cairo
Hassan Allam

RESALE
Ready to move
Prime Location

BUA : 195m

Price : 7,000,000 EGP

consists of : 3 bedrooms + 3 bathrooms 
+ Nanny s room

===================
About Park View Compound :

Park View Compound was implemented by Hassan Allam Contracting and Real Estate Development Company, in the most prestigious areas of New Cairo next to Rehab City.
The project extends over an area of ​​​​23 acres, and consists of 24 buildings, and is characterized by its vast green spaces that occupy more than 70% of the compound area; while the area allocated to buildings is only 18%, and the rest is for green spaces and service buildings.

Park View Compound Location :

Park View Compound is located in a prime location in New Cairo near the New American University, which is only 2 km away, as well as near Future University, which is 1.5 km away, and is also close to Rehab City, so that its residents can benefit from its services in addition to the services of the complex.
==================
Properties for sale in North Investors Area
Properties for sale in Park View
Apartments for sale in Park View
Penthouses for sale in Park View
2 bedroom properties for sale in Park View
3 bedroom properties for sale in Park View
4 bedroom properties for sale in Park View",5,2026,Property Finder Egypt,35897.4358974359,0,1
propertyfinder_eg:71391860,sale,Apartment,4340000,EGP,124,sqm,2,1,Cairo,Cairo,The 5th Settlement,Unknown,29.963468551635746,31.520225524902344,2026-05-02 12:42:50+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-silvia-compound-71391860.html,Apartment 2BR Finished Next to HYDE PARK Over8Year,"Apartment Ultra-luxurious finished for sale with an open view of the landscape in New Cairo's Fifth Settlement, directly next to Hyde Park Compound and minutes from the American University in Cairo.

Book now and pay in installments over 8 years without interest.

The compound is only 3 minutes from 90th Street and the Middle Ring Road.
Only 10 minutes from the Suez Road.

Apartment : 124 meters (with a very distinctive layout).

Two bedrooms, including a master bedroom | Bathroom 
 3-piece reception | Large kitchen 
Terrace with an open view.

At the lowest price per square meter in the Fifth Settlement.

Project amenities:

- Landscaped gardens
- Swimming pools
- Health club
- Supermarket
- ​​Maintenance staff
- Sauna and jacuzzi
- Generators
- Security and guarding
- Surveillance cameras

Only 5% down payment with the option of installments over 8 years without interest.

For more details: 01115611103",5,2026,Property Finder Egypt,35000.0,0,1
propertyfinder_eg:71391585,sale,Apartment,12350000,EGP,200,sqm,3,3,Cairo,Cairo,The 5th Settlement,Unknown,29.98755645751953,31.55556869506836,2026-05-02 12:30:44+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-hyde-park-71391585.html,APT Fully Finished Prime Location Ready To Move,"Apartment for sale

Resale
Prime Location
Under Market Price
Ready To Move
Fully Finished

New Cairo
Mountain View Hyde Park

BUA : 200m

3 Bedrooms
3 Bathrooms
Living room

Sale Price : 12,350,000 EGP

---------------------------------------------------------
Mountain View Hyde Park Compound, Fifth Settlement, is one of the most important real estate projects launched by Mountain View Real Estate, and among the most prestigious residential projects in Egypt.

The location of Hyde Park Fifth Settlement Compound also has a distinct strategic location in the heart of New Cairo, and close to the most important landmarks of Fifth Settlement City, such as Southern 90th Street. The project is also located near the American University, separated by a time distance of only about 5 minutes.

I Villa for sale in Fifth Settlement compounds
Real estate for sale in Mountain View Hyde Park
Apartments for sale in mountain view Hyde Park
Penthouse for sale in Mountain View Hyde Park
Twin houses for sale in Mountain View Hyde Park
Duplex for sale in Mountain View Hyde Park
I villa for sale in Mountain View Hyde Park
2 bedroom Apartments for sale in Mountain View Hyde Park
3 bedroom Apartments for sale in Mountain View Hyde Park
4 bedroom Apartments for sale in Mountain View Hyde Park",5,2026,Property Finder Egypt,61750.0,0,1
propertyfinder_eg:71391358,sale,Apartment,10638794,EGP,175,sqm,3,3,Cairo,Cairo,The 5th Settlement,Unknown,30.051462173461918,31.538991928100582,2026-05-02 12:21:18+00:00,0,cash,False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-fifth-square-moon-residences-71391358.html,Apartment with Garden RESALE with installment,"Apartment for sale in New Cairo Fifth Square - Al Marasem

BUA : 175 sqm 
Garden : 95 sqm 

Fully Finished 

3 bedrooms + 3 bathrooms

Price  : 14,277,588 EGP
Down Payment : 10,638,794 EGP
Rest over 4 years 

Delivery Date now 
==================================

Fifth Square Compound Services, Fifth Settlement

Vast green spaces.
Unique swimming pool designs.
24 hour security and guarding.
A private car park for the residents of the compound.
Lush gardens with rare flowers and trees.
Artificial fountains and artificial lakes.
Club House.
Upscale cafes and restaurants.
global business district.
social Club.
Childrens play area.
A state-of-the-art gymnasium.
Dedicated barbecue and party areas.
Distinguished and quiet areas to sit amidst the green spaces for contemplation.
===========================
Apartments for sale in North Investors Area
Properties for sale in Fifth Square
Apartments for sale in Fifth Square
Villas for sale in Fifth Square
Townhouses for sale in Fifth Square
Penthouses for sale in Fifth Square
Duplexes for sale in Fifth Square
Hotel apartments for sale in Fifth Square
Studio apartments for sale in Fifth Square
1 bedroom apartments for sale in Fifth Square
2 bedroom apartments for sale in Fifth Square
3 bedroom apartments for sale in Fifth Square",5,2026,Property Finder Egypt,60793.10857142857,0,1
propertyfinder_eg:71391286,sale,Apartment,5200000,EGP,116,sqm,2,2,Cairo,Cairo,The 5th Settlement,Unknown,30.033655166625977,31.55477333068848,2026-05-02 12:19:29+00:00,0,"cash, installments",False,https://www.propertyfinder.eg/en/buy/cairo/apartments-for-sale-new-cairo-city.html,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-regent-s-square-71391286.html,APT With Garden Fully Finished Under Market Price,"Apartment for sale

Fully Finished
Prime Location

New Cairo
Regents Square

BUA : 116m
Garden : 63m
2 Bed Rooms
2 Bath Rooms

Sale Price : 9,100,000 EGP
Down payment : 5,200,000 EGP
================================
شقه للبيع

تشطيب كامل
لوكيشن مميز
اقل سعر في الكمبوند
اقرب استلام

القاهرة الجديدة
التجمع الخامس
كمبوند ريجينتس سكوير

المساحة : 116متر
حديقة : 63 متر
2 غرفة نوم
2 حمام

السعر : 9,100,000 جنيه
المقدم : 5,200,000 جنيه
==================================
Regents Square Compound In New Cairo, Developed By Al Dawlia Real Estate Company, Who Developed Landmark new Cairo, Taba Golf Heights In Sharm El Sheikh, The Address Administrative Office Building

The Compound Was Designed To Let Residents Enjoy The English Architecture Designs And Lifestyle Overlooking Wide Lakes And Gardens.
The New Residential Compound Located in the Heart of New Cairo Invites you to discover the beauty of the Nature with the Ultimate Peace and Comfort.

The sun has always been the ultimate promise keeper it’s the true representation of the cycle of life as it appears
each morning and takes away the darkness of the nightfall. It promises us that no matter what, it will still shine everyday to enlighten the whole world.
Al-Dawlia Real Estate is committed to superior performance in every project undertake. We have developed 2.5 millions square
meters of premium property in countries including Egypt, Sudan and Yemen. it was our pleasure to translate them into thousands
====================
Properties for sale in Regents Square
Apartments for sale in Regents Square
Penthouses for sale in Regents Square
Duplexes for sale in Regents Square
1 bedroom apartments for sale in Regents Square
2 bedroom apartments for sale in Regents Square
3 bedroom apartments for sale in Regents Square",5,2026,Property Finder Egypt,44827.58620689655,0,1
